CodeC,country,Country Code,year,time_period,obs_value,sex,Region,Sub-region
PER2020Tot,Peru,PER,2020,01/01/2020,50.3,Total,Americas,Latin America and the Caribbean
RWA2020Fem,Rwanda,RWA,2020,01/01/2020,70.1,Female,Africa,Sub-Saharan Africa
RWA2020Mal,Rwanda,RWA,2020,01/01/2020,61.1,Male,Africa,Sub-Saharan Africa
RWA2020Tot,Rwanda,RWA,2020,01/01/2020,65.2,Total,Africa,Sub-Saharan Africa
WSM2020Tot,Samoa,WSM,2020,01/01/2020,72.4,Total,Oceania,Polynesia
SSD2020Tot,South Sudan,SSD,2020,01/01/2020,74.8,Total,Africa,Sub-Saharan Africa
PSE2020Fem,"Palestinian Territory, Occupied",PSE,2020,01/01/2020,78.9,Female,Asia,Western Asia
PSE2020Mal,"Palestinian Territory, Occupied",PSE,2020,01/01/2020,76.1,Male,Asia,Western Asia
PSE2020Tot,"Palestinian Territory, Occupied",PSE,2020,01/01/2020,77.3,Total,Asia,Western Asia
SOM2019Fem,Somalia,SOM,2019,01/01/2019,22.9,Female,Africa,Sub-Saharan Africa
SOM2019Mal,Somalia,SOM,2019,01/01/2019,22.1,Male,Africa,Sub-Saharan Africa
SOM2019Tot,Somalia,SOM,2019,01/01/2019,22.5,Total,Africa,Sub-Saharan Africa
EGY2021Fem,Egypt,EGY,2021,01/01/2021,62.2,Female,Africa,Northern Africa
EGY2021Mal,Egypt,EGY,2021,01/01/2021,61.3,Male,Africa,Northern Africa
EGY2021Tot,Egypt,EGY,2021,01/01/2021,61.7,Total,Africa,Northern Africa
SLV2021Fem,El Salvador,SLV,2021,01/01/2021,60.5,Female,Americas,Latin America and the Caribbean
SLV2021Mal,El Salvador,SLV,2021,01/01/2021,60.9,Male,Americas,Latin America and the Caribbean
SLV2021Tot,El Salvador,SLV,2021,01/01/2021,60.7,Total,Americas,Latin America and the Caribbean
IND2021Fem,India,IND,2021,01/01/2021,50.5,Female,Asia,Southern Asia
IND2021Mal,India,IND,2021,01/01/2021,53.7,Male,Asia,Southern Asia
IND2021Tot,India,IND,2021,01/01/2021,56.1,Total,Asia,Southern Asia
MDG2021Fem,Madagascar,MDG,2021,01/01/2021,49.5,Female,Africa,Sub-Saharan Africa
MDG2021Mal,Madagascar,MDG,2021,01/01/2021,52.9,Male,Africa,Sub-Saharan Africa
MDG2021Tot,Madagascar,MDG,2021,01/01/2021,51.5,Total,Africa,Sub-Saharan Africa
MRT2021Fem,Mauritania,MRT,2021,01/01/2021,38,Female,Africa,Sub-Saharan Africa
MRT2021Mal,Mauritania,MRT,2021,01/01/2021,47.6,Male,Africa,Sub-Saharan Africa
MRT2021Tot,Mauritania,MRT,2021,01/01/2021,42.9,Total,Africa,Sub-Saharan Africa
NER2021Tot,Niger,NER,2021,01/01/2021,60.4,Total,Africa,Sub-Saharan Africa
NGA2021Fem,Nigeria,NGA,2021,01/01/2021,40.1,Female,Africa,Sub-Saharan Africa
NGA2021Mal,Nigeria,NGA,2021,01/01/2021,38.8,Male,Africa,Sub-Saharan Africa
NGA2021Tot,Nigeria,NGA,2021,01/01/2021,39.4,Total,Africa,Sub-Saharan Africa
VNM2021Tot,Viet Nam,VNM,2021,01/01/2021,72.6,Total,Asia,South-eastern Asia
